listing_id,neighborhood,room_type,stay_nights
72676,Staten Island,Entire home,8.7
54340,Staten Island,Entire home,5.41
4491,Brooklyn,Entire home,1.92
8231,Bronx,Private room,2.57
89876,Brooklyn,Entire home,2.06
3126,Queens,Private room,3.01
88076,Bronx,Entire home,3.9
58217,Queens,Entire home,7.36
38400,Staten Island,Entire home,5.59
58282,Queens,Entire home,4.67
13004,Manhattan,Entire home,6.13
89343,Staten Island,Private room,4.58
1153,Staten Island,Entire home,9.59
32930,Brooklyn,Shared room,1.54
66561,Staten Island,Entire home,6.59
66565,Brooklyn,Private room,1
27149,Brooklyn,Private room,5.05
94559,Manhattan,Private room,4.69
80084,Manhattan,Private room,4.42
19638,Brooklyn,Private room,1
64356,Staten Island,Shared room,3.47
32428,Queens,Entire home,1.1
37019,Brooklyn,Entire home,6.31
34048,Queens,Shared room,1.92
68125,Manhattan,Entire home,5.6
42806,Staten Island,Private room,4.31
84183,Manhattan,Private room,1.37
4090,Queens,Entire home,5.72
99972,Bronx,Private room,4.57
52630,Staten Island,Entire home,1.64
92240,Staten Island,Private room,4.52
54121,Queens,Entire home,5.42
7450,Staten Island,Private room,2.33
32740,Manhattan,Entire home,2.93
25516,Manhattan,Private room,1.6
89934,Staten Island,Private room,5.55
82298,Bronx,Private room,3.33
17060,Queens,Private room,2.16
90726,Staten Island,Private room,2.04
69560,Manhattan,Entire home,2.46
22905,Manhattan,Private room,4.36
14498,Bronx,Entire home,7.21
48860,Manhattan,Entire home,6.9
30492,Staten Island,Entire home,4.7
83619,Brooklyn,Private room,6.3
97136,Manhattan,Entire home,3.69
27657,Staten Island,Shared room,4.88
92122,Bronx,Entire home,5.04
48494,Queens,Entire home,3.16
88348,Bronx,Entire home,3.53
16698,Brooklyn,Entire home,3.91
77565,Queens,Entire home,2.96
1926,Bronx,Shared room,1.03
45888,Queens,Entire home,8.03
84851,Queens,Entire home,5.1
67951,Staten Island,Entire home,6.69
84322,Queens,Entire home,2.24
26236,Manhattan,Entire home,3.98
12333,Bronx,Shared room,2.23
83650,Queens,Entire home,4.47
89515,Bronx,Shared room,2.42
9982,Brooklyn,Shared room,1.35
47584,Brooklyn,Entire home,1.71
81275,Staten Island,Private room,5.14
87220,Staten Island,Private room,1
70770,Staten Island,Private room,5.79
98447,Manhattan,Shared room,1.3
19664,Queens,Private room,4.86
54139,Manhattan,Private room,5.54
24384,Queens,Entire home,1
64774,Brooklyn,Entire home,8.42
41859,Queens,Entire home,6.46
95963,Manhattan,Entire home,8.14
96117,Staten Island,Entire home,4.54
92156,Staten Island,Private room,6.81
46784,Manhattan,Entire home,3.97
7445,Bronx,Entire home,1
85980,Bronx,Entire home,4.37
35124,Queens,Private room,1.88
76352,Staten Island,Private room,5.12
44673,Bronx,Entire home,5.34
35465,Staten Island,Private room,1.23
62119,Queens,Entire home,2.73
47379,Manhattan,Entire home,3.58
73333,Queens,Entire home,3.88
39509,Bronx,Private room,1
76088,Manhattan,Shared room,3.49
12365,Staten Island,Private room,4.15
77549,Brooklyn,Entire home,6.47
1887,Bronx,Entire home,9.14
4323,Brooklyn,Private room,5.97
62551,Brooklyn,Entire home,4.36
76289,Manhattan,Entire home,5.25
4405,Queens,Entire home,11.87
70795,Manhattan,Shared room,1.56
42968,Manhattan,Entire home,4.06
49678,Queens,Shared room,4.23
88611,Queens,Entire home,6.17
68556,Staten Island,Entire home,4.75
33324,Manhattan,Entire home,4.64
93643,Manhattan,Entire home,4.29
41302,Manhattan,Private room,1.69
72872,Manhattan,Private room,3.87
80583,Staten Island,Private room,6.85
36095,Staten Island,Entire home,5.41
7911,Brooklyn,Entire home,8.35
37806,Manhattan,Private room,4.38
5559,Bronx,Private room,2.52
54821,Manhattan,Shared room,6.42
64084,Staten Island,Shared room,1
37872,Bronx,Private room,5.78
50401,Manhattan,Private room,5.98
21754,Brooklyn,Private room,4.18
94382,Manhattan,Private room,2.01
60720,Manhattan,Private room,5.53
47325,Brooklyn,Entire home,5.74
93540,Bronx,Private room,4.92
51389,Manhattan,Entire home,2.95
88481,Manhattan,Private room,2.84
87644,Bronx,Private room,3.04
3244,Manhattan,Entire home,6.03
92789,Queens,Shared room,4.53
80093,Manhattan,Entire home,8.54
55350,Manhattan,Entire home,1
74282,Queens,Private room,2.16
64576,Queens,Private room,2.43
26410,Brooklyn,Entire home,1.13
66417,Queens,Private room,5.14
52685,Manhattan,Private room,6.38
44379,Brooklyn,Entire home,2.65
91804,Brooklyn,Entire home,1
89231,Brooklyn,Private room,3.43
80860,Manhattan,Entire home,1.62
78878,Bronx,Entire home,2.36
94625,Staten Island,Entire home,3.84
59377,Manhattan,Entire home,3.14
32802,Staten Island,Entire home,1
87671,Manhattan,Entire home,2.71
57753,Staten Island,Private room,4.35
15546,Queens,Entire home,5.77
68850,Staten Island,Entire home,1.58
68927,Staten Island,Entire home,5.06
29678,Bronx,Private room,4.9
76935,Bronx,Shared room,2.13
66962,Queens,Entire home,1
55659,Bronx,Entire home,1
58271,Staten Island,Private room,2.26
87012,Queens,Entire home,5.18
21841,Queens,Private room,6.98
45477,Brooklyn,Shared room,3.75
68883,Brooklyn,Private room,1.96
25190,Manhattan,Shared room,2.42
80492,Manhattan,Entire home,7.31
9636,Bronx,Private room,3.51
26282,Bronx,Entire home,8.73
80694,Brooklyn,Shared room,1.58
96052,Brooklyn,Private room,2.61
4245,Manhattan,Private room,2.05
91666,Bronx,Shared room,1.82
20487,Queens,Entire home,7.54
94033,Bronx,Private room,1.02
92708,Manhattan,Entire home,7.03
63542,Bronx,Private room,6.67
42252,Bronx,Entire home,6.5
25344,Manhattan,Private room,1.2
10428,Bronx,Entire home,9.3
72212,Brooklyn,Entire home,6.44
80152,Queens,Private room,2.32
11340,Queens,Entire home,5.24
30668,Staten Island,Private room,2.12
55170,Staten Island,Private room,3.54
27300,Brooklyn,Private room,4.68
45622,Queens,Entire home,3.93
38539,Brooklyn,Entire home,3.82
93174,Bronx,Entire home,8.84
64385,Brooklyn,Entire home,1
56403,Brooklyn,Entire home,2.88
17051,Manhattan,Private room,3.87
47585,Queens,Entire home,1.77
57281,Queens,Entire home,4.34
14070,Bronx,Entire home,1.38
60998,Bronx,Entire home,2.58
88616,Queens,Entire home,3.62
83825,Brooklyn,Entire home,6.13
5943,Queens,Shared room,2.81
64740,Brooklyn,Entire home,1
45307,Manhattan,Entire home,3.15
83312,Manhattan,Private room,4.45
7550,Queens,Entire home,7.15
42593,Manhattan,Entire home,2.09
75081,Manhattan,Entire home,3.72
65403,Queens,Entire home,4.01
35906,Bronx,Entire home,3.15
75290,Manhattan,Private room,6.36
84996,Brooklyn,Entire home,3.87
67668,Staten Island,Shared room,4.39
95983,Queens,Entire home,1
63237,Bronx,Entire home,1.25
41014,Brooklyn,Entire home,5.44
31753,Staten Island,Entire home,1
94176,Manhattan,Private room,7.66
83458,Manhattan,Entire home,6.4
46707,Brooklyn,Entire home,2.02
86193,Queens,Private room,2.8
29730,Queens,Entire home,3.54
10510,Manhattan,Entire home,3.97
78656,Manhattan,Private room,1.65
1116,Bronx,Shared room,4.03
80054,Staten Island,Shared room,6.02
75407,Brooklyn,Entire home,1.49
82290,Bronx,Private room,2.6
28626,Brooklyn,Shared room,5.14
91176,Queens,Entire home,1
46105,Manhattan,Private room,2.06
57763,Queens,Private room,2.75
40089,Staten Island,Entire home,7.15
19905,Bronx,Entire home,4.75
30499,Queens,Private room,2.22
36768,Bronx,Shared room,1
37906,Queens,Entire home,6.15
38632,Bronx,Private room,4.45
47442,Bronx,Entire home,1
51370,Staten Island,Entire home,1.02
12835,Manhattan,Private room,2.87
5064,Queens,Entire home,6.05
72308,Staten Island,Entire home,1.11
82445,Manhattan,Private room,2.14
27161,Queens,Entire home,6.99
68911,Brooklyn,Shared room,4.22
19701,Manhattan,Entire home,1.43
41773,Brooklyn,Shared room,1
5199,Bronx,Entire home,4.46
50112,Brooklyn,Private room,1.79
84048,Staten Island,Private room,3.98
15972,Brooklyn,Entire home,1
40209,Brooklyn,Shared room,2.59
67508,Queens,Private room,4.99
15287,Brooklyn,Entire home,5.75
45611,Bronx,Entire home,6.94
25551,Staten Island,Entire home,3.99
18594,Manhattan,Shared room,1.88
67132,Staten Island,Private room,6.1
72514,Bronx,Entire home,4.58
62952,Manhattan,Private room,3.14
72001,Bronx,Entire home,5.63
78342,Brooklyn,Entire home,4.17
52691,Staten Island,Entire home,1.11
89931,Bronx,Private room,4.32
53335,Queens,Private room,2.69
17676,Bronx,Entire home,3.15
60567,Bronx,Private room,2.84
54509,Manhattan,Entire home,7.17
16377,Queens,Entire home,2.28
43669,Brooklyn,Private room,3.64
96521,Brooklyn,Shared room,1.73
8252,Queens,Private room,1
68517,Bronx,Entire home,5.81
68404,Queens,Entire home,2.29
59445,Queens,Entire home,4.52
12809,Manhattan,Entire home,8.36
40514,Staten Island,Private room,2.2
68582,Brooklyn,Entire home,5.45
7307,Brooklyn,Private room,2.38
28881,Bronx,Entire home,3.08
99171,Brooklyn,Entire home,2.02
47242,Brooklyn,Private room,2.54
32822,Staten Island,Entire home,4.95
45824,Brooklyn,Private room,1.33
21849,Brooklyn,Entire home,7.89
93929,Brooklyn,Entire home,8.26
33087,Bronx,Entire home,4.59
43806,Manhattan,Entire home,1
16584,Manhattan,Private room,2.11
64855,Queens,Private room,2.24
99109,Staten Island,Entire home,6.2
27677,Staten Island,Private room,3.25
41401,Manhattan,Private room,1
6422,Manhattan,Entire home,4.31
92353,Manhattan,Entire home,3.16
81435,Staten Island,Entire home,4.63
57129,Manhattan,Entire home,1
49260,Brooklyn,Entire home,9.42
23064,Brooklyn,Entire home,7.23
74064,Queens,Entire home,5.26
33645,Bronx,Entire home,6.54
77341,Brooklyn,Entire home,2.05
75935,Staten Island,Private room,1
59350,Queens,Private room,1.94
58763,Staten Island,Entire home,4.72
58301,Bronx,Entire home,7.34
22153,Brooklyn,Entire home,7.4
47120,Staten Island,Private room,5.31
8832,Brooklyn,Shared room,4.57
89663,Manhattan,Private room,2.32
51793,Manhattan,Shared room,4.14
13300,Manhattan,Entire home,1.66
91300,Staten Island,Private room,3.18
85109,Staten Island,Entire home,3.24
75357,Brooklyn,Entire home,6.16
71526,Queens,Entire home,1.89
14458,Queens,Entire home,6.61
21681,Manhattan,Private room,1
3616,Brooklyn,Entire home,4.33
82268,Bronx,Entire home,2.68
30674,Staten Island,Private room,3.77
98169,Staten Island,Private room,2.5
89408,Queens,Private room,5.36
72306,Staten Island,Shared room,3.27
4793,Staten Island,Entire home,4.83
74071,Brooklyn,Private room,1.78
96520,Staten Island,Shared room,1
19065,Bronx,Entire home,5.49
18474,Queens,Entire home,5.7
83854,Staten Island,Shared room,1.04
36903,Queens,Entire home,1
19781,Queens,Private room,4.42
67852,Queens,Entire home,1
27227,Brooklyn,Entire home,4.43
63690,Manhattan,Private room,1.32
58973,Brooklyn,Private room,3.7
75334,Bronx,Entire home,1.38
88423,Brooklyn,Private room,1.98
21244,Bronx,Private room,7.63
28368,Brooklyn,Private room,2.28
40457,Queens,Private room,7.33
5009,Manhattan,Entire home,4.14
27171,Staten Island,Shared room,2.12
39722,Staten Island,Private room,3.05
44104,Manhattan,Entire home,6.6
61504,Staten Island,Entire home,5.1
87964,Queens,Entire home,6.85
68948,Bronx,Private room,3.19
38992,Brooklyn,Entire home,6.22
3189,Queens,Private room,6.12
78208,Staten Island,Private room,1.35
10622,Bronx,Private room,1
81702,Queens,Entire home,2.64
47723,Bronx,Entire home,4.55
78773,Bronx,Private room,1
13616,Queens,Entire home,5.07
35162,Manhattan,Entire home,3.21
87801,Brooklyn,Private room,4.91
93414,Staten Island,Entire home,10.02
88894,Brooklyn,Entire home,5.61
30791,Bronx,Entire home,7.36
45488,Bronx,Private room,4.39
63497,Staten Island,Shared room,3.32
80412,Bronx,Private room,5.96
2607,Queens,Private room,1.51
47400,Brooklyn,Entire home,4.89
75737,Brooklyn,Entire home,5.28
6709,Bronx,Entire home,2.67
36941,Queens,Entire home,4.29
14747,Bronx,Entire home,4.11
19420,Bronx,Entire home,8.49
28011,Manhattan,Entire home,4.33
44714,Staten Island,Entire home,4.82
75384,Brooklyn,Entire home,6.53
92820,Bronx,Private room,2.72
87113,Manhattan,Shared room,1
95706,Staten Island,Shared room,2.24
93537,Brooklyn,Entire home,7.02
32849,Bronx,Entire home,4.27
10662,Queens,Private room,8.09
52967,Bronx,Private room,6.55
90363,Staten Island,Private room,1.13
40047,Brooklyn,Entire home,4.9
40207,Queens,Entire home,1
44923,Staten Island,Entire home,4.76
66227,Staten Island,Private room,4.49
80367,Queens,Private room,1
80112,Brooklyn,Entire home,5.16
93485,Manhattan,Private room,2.35
52555,Brooklyn,Entire home,4.42
93924,Queens,Entire home,9.35
74186,Brooklyn,Private room,1.27
84267,Staten Island,Entire home,5.75
20852,Manhattan,Private room,1.32
6113,Bronx,Entire home,3.97
41103,Bronx,Entire home,2.19
14217,Brooklyn,Private room,1.78
59094,Queens,Private room,5.02
78240,Manhattan,Entire home,6.13
54122,Bronx,Entire home,1.78
88360,Queens,Entire home,1
21734,Queens,Private room,2.48
30379,Queens,Entire home,5.26
61797,Manhattan,Shared room,1.23
72950,Brooklyn,Entire home,6.43
76254,Brooklyn,Private room,3.53
69981,Brooklyn,Entire home,3.8
46128,Bronx,Private room,2.45
17200,Manhattan,Entire home,3.63
74111,Queens,Entire home,7.44
28717,Bronx,Private room,4.21
81665,Staten Island,Private room,1
18993,Staten Island,Private room,7.1
3063,Manhattan,Entire home,4.9
72512,Bronx,Entire home,1
8517,Bronx,Entire home,1
30729,Staten Island,Entire home,4.72
17117,Queens,Entire home,7.8
68846,Staten Island,Entire home,3.37
37721,Manhattan,Entire home,3.17
51083,Brooklyn,Entire home,6.08
97530,Staten Island,Private room,2.7
64377,Brooklyn,Private room,3.94
60744,Staten Island,Private room,5.27
64391,Staten Island,Entire home,7.56
84187,Brooklyn,Shared room,1.81
68509,Bronx,Private room,6.06
5710,Staten Island,Private room,2.52
36236,Brooklyn,Entire home,3.68
64935,Staten Island,Private room,2.9
96083,Staten Island,Entire home,8.12
11256,Queens,Shared room,3.13
5999,Staten Island,Private room,4.0
69182,Manhattan,Private room,1.6
35893,Staten Island,Shared room,1.34
93307,Queens,Private room,2.41
75847,Staten Island,Shared room,1
32824,Manhattan,Private room,6.04
9314,Manhattan,Private room,1.26
21350,Staten Island,Private room,4.41
88921,Bronx,Private room,2.7
12741,Manhattan,Entire home,1.64
59485,Queens,Private room,2.66
47722,Queens,Entire home,6.36
57650,Manhattan,Shared room,1
49506,Queens,Entire home,3.79
78868,Bronx,Entire home,7.01
15317,Brooklyn,Entire home,6.48
21007,Brooklyn,Entire home,1.32
72293,Manhattan,Private room,2.54
76513,Staten Island,Private room,7.68
36512,Queens,Private room,1
22417,Manhattan,Shared room,3.41
95805,Manhattan,Entire home,1
78446,Manhattan,Private room,1
34495,Staten Island,Private room,4.21
12105,Bronx,Entire home,3.53
24263,Brooklyn,Entire home,7.51
5978,Manhattan,Entire home,4.19
25792,Staten Island,Shared room,4.73
42679,Bronx,Shared room,2.37
82556,Queens,Entire home,3.42
42998,Staten Island,Private room,5.37
4288,Manhattan,Entire home,4.22
75246,Bronx,Private room,1
2349,Manhattan,Private room,1
39452,Manhattan,Entire home,2.56
84049,Staten Island,Entire home,8.45
25616,Bronx,Entire home,6.19
47632,Queens,Entire home,3.17
43264,Staten Island,Private room,1
65081,Brooklyn,Private room,6.63
18290,Brooklyn,Private room,4.14
40779,Manhattan,Private room,4.4
26007,Bronx,Entire home,5.19
34502,Manhattan,Entire home,4.43
97777,Staten Island,Private room,2.63
11371,Bronx,Entire home,7.92
58619,Bronx,Entire home,8.29
6825,Manhattan,Private room,3.98
40777,Brooklyn,Private room,1
53563,Staten Island,Entire home,9.35
97500,Queens,Private room,2.96
63637,Bronx,Entire home,4.65
64252,Brooklyn,Entire home,4.45
51079,Queens,Entire home,9.53
60068,Queens,Shared room,4.63
89699,Brooklyn,Private room,5.91
77944,Brooklyn,Entire home,6.67
71250,Brooklyn,Entire home,5.36
44001,Queens,Private room,4.24
84081,Brooklyn,Entire home,3.65
6578,Queens,Private room,2.3
86575,Staten Island,Entire home,1
23591,Staten Island,Entire home,6.42
34362,Staten Island,Entire home,7.88
83618,Bronx,Entire home,7.07
79878,Brooklyn,Private room,2.35
11861,Staten Island,Private room,3.24
20324,Staten Island,Entire home,1
51088,Staten Island,Entire home,4.65
3083,Brooklyn,Private room,4.41
24111,Staten Island,Private room,1
95422,Manhattan,Entire home,3.57
12578,Brooklyn,Private room,2.72
13218,Staten Island,Entire home,3.35
63292,Bronx,Private room,5.74
45400,Bronx,Entire home,5.81
41221,Bronx,Private room,4.91
22593,Staten Island,Private room,3.85
86239,Manhattan,Shared room,1
85573,Manhattan,Entire home,1
23836,Queens,Private room,3.37
53722,Staten Island,Private room,4.52
18061,Bronx,Entire home,4.14
25930,Queens,Private room,1
91062,Bronx,Shared room,1
28684,Queens,Private room,5.58
86521,Staten Island,Entire home,3.89
89225,Manhattan,Entire home,4.75
39341,Queens,Entire home,3.34
82384,Bronx,Entire home,5.71
50410,Queens,Entire home,4.67
57339,Queens,Private room,4.53
82059,Queens,Entire home,1
81003,Queens,Entire home,5.56
22823,Queens,Entire home,4.94
41716,Brooklyn,Private room,4.28
7226,Queens,Shared room,2.0
1553,Manhattan,Entire home,3.72
23872,Bronx,Entire home,2.43
62809,Staten Island,Entire home,7.23
3071,Manhattan,Shared room,1.36
58180,Manhattan,Private room,7.74
38471,Brooklyn,Entire home,5.78
13687,Manhattan,Shared room,1.78
15222,Bronx,Private room,6.18
82843,Queens,Shared room,3.09
42013,Brooklyn,Shared room,1
98850,Manhattan,Private room,1
55336,Brooklyn,Private room,3.78
91740,Staten Island,Entire home,6.96
9324,Staten Island,Private room,3.23
13185,Staten Island,Entire home,7.91
65263,Brooklyn,Entire home,1.84
40151,Queens,Entire home,4.95
98624,Brooklyn,Entire home,1
83436,Bronx,Private room,1
38153,Queens,Shared room,4.68
10880,Queens,Entire home,2.78
8834,Brooklyn,Entire home,1.14
90774,Manhattan,Entire home,3.16
9533,Bronx,Shared room,1.84
30285,Staten Island,Private room,1
18044,Queens,Entire home,5.93
45728,Manhattan,Entire home,1
49257,Staten Island,Entire home,4.83
52501,Bronx,Private room,4.55
36666,Queens,Entire home,2.68
61733,Manhattan,Entire home,3.4
33577,Queens,Private room,2.33
57941,Bronx,Entire home,5.99
51203,Queens,Private room,3.99
49130,Staten Island,Entire home,3.51
56296,Manhattan,Private room,2.47
93296,Queens,Entire home,6.11
60278,Staten Island,Private room,5.47
65574,Brooklyn,Entire home,5.73
14379,Bronx,Private room,2.97
71449,Brooklyn,Entire home,5.31
19885,Bronx,Entire home,4.28
82506,Staten Island,Entire home,7.98
54571,Bronx,Private room,1.76
2066,Bronx,Private room,4.14
43622,Brooklyn,Private room,4.68
20882,Bronx,Entire home,1.51
2564,Staten Island,Shared room,3.12
49274,Brooklyn,Entire home,2.27
76769,Brooklyn,Entire home,2.24
33968,Brooklyn,Entire home,11.46
22918,Manhattan,Private room,3.25
22717,Brooklyn,Entire home,7.61
62863,Brooklyn,Private room,4.8
2134,Bronx,Entire home,6.89
16749,Manhattan,Entire home,5.86
48793,Bronx,Entire home,5.09
84920,Queens,Entire home,1.24
32611,Staten Island,Entire home,6.26
30719,Brooklyn,Private room,3.14
73996,Manhattan,Entire home,4.51
94200,Bronx,Entire home,4.12
25785,Brooklyn,Private room,1
57003,Staten Island,Entire home,1.64
79418,Staten Island,Private room,5.89
14561,Bronx,Entire home,3.75
32417,Bronx,Private room,2.92
20902,Staten Island,Entire home,4.63
8884,Manhattan,Private room,2.02
47729,Brooklyn,Shared room,1.49
32985,Staten Island,Private room,4.51
58079,Staten Island,Entire home,1.4
14726,Queens,Private room,5.69
42066,Manhattan,Private room,5.66
71244,Manhattan,Entire home,3.01
32058,Manhattan,Entire home,4.56
73028,Manhattan,Private room,2.58
79561,Manhattan,Private room,3.93
22043,Brooklyn,Private room,6.28
6315,Brooklyn,Private room,1.82
31406,Bronx,Private room,1
83699,Staten Island,Private room,5.33
69716,Brooklyn,Entire home,4.59
69088,Manhattan,Shared room,3.6
88738,Manhattan,Shared room,5.17
57588,Staten Island,Entire home,7.52
19634,Queens,Entire home,1
55892,Staten Island,Private room,4.06
48980,Staten Island,Entire home,7.3
31643,Staten Island,Private room,2.95
9140,Brooklyn,Entire home,2.98
80514,Staten Island,Shared room,2.25
22809,Staten Island,Private room,4.49
80023,Queens,Entire home,2.75
56593,Queens,Entire home,6.31
48918,Bronx,Private room,1
55312,Bronx,Entire home,9.33
92208,Brooklyn,Entire home,5.27
53145,Bronx,Entire home,2.24
32038,Bronx,Entire home,6.22
12680,Bronx,Entire home,2.76
6010,Manhattan,Entire home,3.92
53251,Queens,Private room,2.46
1002,Manhattan,Entire home,1.26
18637,Queens,Entire home,10.68
11471,Manhattan,Private room,1
13045,Bronx,Private room,6.32
49163,Queens,Private room,3.92
30349,Queens,Private room,5.68
28020,Bronx,Entire home,4.72
33153,Brooklyn,Entire home,1.17
31763,Queens,Entire home,7.44
48968,Manhattan,Entire home,6.58
65868,Brooklyn,Private room,3.42
32242,Staten Island,Private room,4.78
95665,Bronx,Private room,6.06
6613,Brooklyn,Entire home,6.12
24694,Manhattan,Shared room,1
40825,Queens,Private room,3.14
71031,Manhattan,Entire home,2.04
55015,Brooklyn,Entire home,5.93
82225,Manhattan,Entire home,5.13
39655,Staten Island,Private room,4.78
81833,Bronx,Private room,2.67
94354,Manhattan,Private room,4.4
99977,Staten Island,Private room,3.72
8031,Bronx,Private room,3.08
68853,Bronx,Private room,1
9957,Staten Island,Private room,2.73
63575,Brooklyn,Entire home,3.4
68890,Bronx,Entire home,5.51
23286,Bronx,Entire home,5.16
63260,Manhattan,Private room,5.78
87220,Manhattan,Entire home,5.04
13351,Staten Island,Shared room,1
20190,Brooklyn,Private room,2.22
27361,Brooklyn,Entire home,1.81
48986,Brooklyn,Entire home,3.54
43032,Manhattan,Private room,3.29
44050,Brooklyn,Entire home,4.02
85244,Bronx,Entire home,3.9
23156,Queens,Private room,5.71
87673,Queens,Entire home,6.73
78726,Bronx,Entire home,3.98
63699,Bronx,Private room,2.77
9236,Staten Island,Private room,1.25
48915,Bronx,Shared room,1
78230,Queens,Shared room,2.28
87728,Brooklyn,Private room,2.09
49989,Staten Island,Entire home,7.04
26962,Bronx,Entire home,7.27
54638,Manhattan,Shared room,3.92
15429,Bronx,Private room,4.43
49434,Manhattan,Entire home,9.56
31316,Queens,Shared room,2.33
41247,Brooklyn,Private room,4.79
80067,Bronx,Private room,4.71
69441,Queens,Private room,8.0
46968,Brooklyn,Entire home,7.17
93981,Bronx,Private room,2.93
65932,Brooklyn,Private room,2.72
78172,Staten Island,Entire home,1.8
28277,Queens,Shared room,1.8
30084,Manhattan,Entire home,1
86784,Staten Island,Entire home,1
37015,Queens,Entire home,4.91
18883,Brooklyn,Entire home,1.2
58421,Queens,Private room,1.77
55330,Staten Island,Entire home,7.21
15885,Manhattan,Entire home,6.17
63063,Brooklyn,Entire home,7.08
80901,Staten Island,Private room,3.56
41982,Queens,Entire home,2.64
28223,Brooklyn,Private room,2.87
16334,Queens,Private room,2.58
18037,Queens,Entire home,4.01
93107,Queens,Private room,5.37
68903,Manhattan,Entire home,7.89
43293,Queens,Private room,1
81150,Manhattan,Private room,6.29
15608,Queens,Private room,3.9
42993,Bronx,Entire home,5.05
2082,Manhattan,Entire home,1
49899,Bronx,Entire home,2.66
35380,Brooklyn,Entire home,5.37
9123,Brooklyn,Entire home,6.79
27937,Staten Island,Private room,4.79
75225,Bronx,Shared room,1.85
20172,Staten Island,Entire home,7.16
16405,Manhattan,Private room,1.76
88716,Brooklyn,Private room,5.5
29605,Manhattan,Entire home,4.88
73278,Staten Island,Shared room,3.11
82389,Manhattan,Private room,1
7920,Bronx,Entire home,6.18
90834,Brooklyn,Entire home,4.94
70034,Queens,Entire home,3.17
11578,Manhattan,Entire home,8.6
63772,Bronx,Shared room,1
4034,Manhattan,Private room,2.9
11356,Bronx,Private room,3.8
62411,Bronx,Entire home,2.74
52367,Queens,Shared room,1
42119,Manhattan,Entire home,3.17
46214,Bronx,Private room,2.25
59205,Manhattan,Entire home,4.05
14742,Manhattan,Private room,1
62057,Queens,Private room,1.86
42841,Bronx,Entire home,6.81
4086,Queens,Private room,6.77
36262,Brooklyn,Entire home,6.99
36692,Staten Island,Private room,4.5
88614,Bronx,Entire home,3.45
22605,Manhattan,Entire home,4.68
88317,Bronx,Entire home,7.81
33949,Bronx,Entire home,1.7
24342,Manhattan,Entire home,4.09
12044,Brooklyn,Entire home,6.19
55873,Manhattan,Shared room,1
20469,Bronx,Private room,4.41
68757,Bronx,Entire home,4.97
85800,Bronx,Private room,3.13
18093,Brooklyn,Private room,2.12
70229,Queens,Private room,5.8
71680,Queens,Shared room,1
78746,Staten Island,Entire home,6.33
32443,Queens,Entire home,4.66
67905,Brooklyn,Private room,4.85
75248,Brooklyn,Entire home,3.58
31011,Brooklyn,Shared room,2.61
76261,Staten Island,Entire home,4.86
54115,Staten Island,Private room,4.85
8002,Brooklyn,Entire home,5.74
47677,Queens,Private room,1
45990,Brooklyn,Private room,1
36798,Bronx,Entire home,1
85973,Manhattan,Shared room,1
8356,Bronx,Entire home,5.74
84947,Queens,Entire home,2.01
69179,Staten Island,Entire home,5.5
69917,Manhattan,Entire home,3.77
70707,Brooklyn,Entire home,1.55
52535,Staten Island,Entire home,5.67
10724,Brooklyn,Entire home,3.51
54940,Brooklyn,Entire home,5.2
25781,Brooklyn,Entire home,7.06
2802,Bronx,Entire home,7.51
58994,Bronx,Entire home,3.26
34942,Staten Island,Private room,1
83885,Staten Island,Private room,3.87
15928,Manhattan,Entire home,1
96697,Queens,Private room,5.75
83356,Queens,Entire home,3.38
60321,Staten Island,Entire home,3.63
9893,Bronx,Entire home,4.4
32632,Bronx,Entire home,1
10999,Manhattan,Private room,3.86
53685,Queens,Entire home,2.14
89743,Bronx,Private room,5.94
68309,Queens,Entire home,3.01
64011,Queens,Entire home,1
88263,Bronx,Entire home,4.79
52210,Bronx,Private room,7.06
34964,Queens,Entire home,2.67
76415,Brooklyn,Private room,3.41
58712,Bronx,Private room,6.39
10378,Manhattan,Entire home,2.76
51210,Queens,Private room,4.72
40253,Manhattan,Private room,1.18
72160,Brooklyn,Entire home,7.89
36302,Queens,Entire home,9.13
84539,Bronx,Shared room,2.94
65174,Brooklyn,Shared room,1
62119,Brooklyn,Private room,3.44
34688,Manhattan,Private room,1
68390,Manhattan,Private room,2.8
9481,Queens,Private room,4.6
56010,Bronx,Entire home,6.6
76989,Queens,Entire home,9.22
2583,Bronx,Entire home,6.34
6408,Queens,Shared room,2.03
39653,Brooklyn,Private room,3.72
91840,Queens,Entire home,4.98
68937,Staten Island,Entire home,1
62919,Staten Island,Private room,3.99
40639,Brooklyn,Private room,3.83
67339,Brooklyn,Private room,5.32
83069,Staten Island,Entire home,4.74
73029,Staten Island,Entire home,8.57
49548,Brooklyn,Entire home,4.9
12423,Queens,Private room,7.0
14585,Brooklyn,Entire home,4.3
77447,Brooklyn,Private room,3.93
92533,Queens,Private room,2.23
74762,Manhattan,Entire home,1
41435,Manhattan,Private room,3.36
87742,Manhattan,Private room,3.86
51056,Brooklyn,Private room,3.17
22693,Manhattan,Entire home,5.86
19257,Manhattan,Entire home,4.3
35011,Brooklyn,Entire home,6.31
12304,Queens,Private room,1
66239,Staten Island,Private room,2.71
86078,Manhattan,Entire home,5.79
55098,Queens,Private room,4.29
11525,Queens,Entire home,1.87
29846,Bronx,Private room,5.8
24634,Brooklyn,Shared room,1.9
30106,Staten Island,Entire home,4.21
