listing_id,arrondissement,room_type,stay_nights
91809,8e,Private room,1.34
91143,6e,Private room,2.32
68494,4e,Entire home,2.49
66989,10e,Entire home,5.88
35188,19e,Entire home,10.37
89960,2e,Entire home,4.6
60522,16e,Entire home,8.87
16163,16e,Entire home,6.46
92013,17e,Private room,6.12
79230,19e,Entire home,3.35
73606,17e,Entire home,7.6
16662,15e,Entire home,10.24
61236,2e,Shared room,1
10613,7e,Entire home,7.69
15380,20e,Private room,5.89
18906,2e,Entire home,1
82703,8e,Entire home,3.48
20106,15e,Private room,2.1
23598,4e,Private room,6.8
8610,12e,Entire home,12.66
50212,4e,Entire home,6.36
51309,2e,Private room,5.57
92103,14e,Private room,1
13973,19e,Entire home,6.74
98684,8e,Entire home,17.16
52505,18e,Private room,9.33
54822,11e,Private room,4.01
20910,1e,Entire home,11.92
85873,1e,Entire home,9.65
86607,13e,Private room,10.62
50815,20e,Entire home,6.52
31182,17e,Entire home,2.72
75924,3e,Private room,4.84
4062,17e,Private room,1
79460,17e,Entire home,9.16
24566,16e,Entire home,2.69
96546,7e,Shared room,3.55
33776,13e,Private room,6.82
20592,5e,Entire home,3.74
46144,16e,Private room,4.69
67077,2e,Entire home,8.61
35083,7e,Entire home,9.1
10324,1e,Entire home,2.66
99970,17e,Entire home,5.37
34548,13e,Entire home,5.59
21380,18e,Entire home,6.11
66240,7e,Entire home,5.64
88742,2e,Entire home,6.73
8844,7e,Entire home,2.18
86672,6e,Entire home,5.1
13211,15e,Private room,4.99
92446,6e,Entire home,10.51
65012,19e,Private room,8.25
88276,5e,Private room,5.53
12238,20e,Entire home,10.27
34972,6e,Private room,5.8
76284,4e,Entire home,7.39
50912,14e,Entire home,3.39
19996,16e,Entire home,12.78
30691,13e,Private room,7.3
41975,12e,Private room,6.94
68261,11e,Private room,6.16
21528,13e,Entire home,3.1
30186,9e,Entire home,4.89
83466,4e,Entire home,3.32
14907,18e,Private room,5.9
74480,7e,Entire home,1.96
40871,10e,Private room,1.99
4390,12e,Entire home,5.87
71409,2e,Private room,5.48
11443,15e,Private room,5.03
53966,17e,Private room,2.88
41548,20e,Entire home,8.65
86447,20e,Entire home,8.61
98249,2e,Entire home,7.49
96754,14e,Entire home,6.06
36364,3e,Entire home,5.91
95454,18e,Entire home,7.0
58745,19e,Entire home,1.91
83691,16e,Entire home,1.67
79585,13e,Private room,5.99
66449,16e,Private room,1.87
57002,9e,Entire home,1
89685,7e,Entire home,3.27
54640,19e,Entire home,3.94
22760,1e,Private room,4.06
2787,4e,Shared room,1
50681,13e,Entire home,2.07
99981,18e,Entire home,11.34
42424,2e,Private room,4.72
13937,11e,Private room,10.29
6639,20e,Private room,2.42
64614,4e,Private room,1.85
21886,3e,Entire home,2.19
93693,4e,Private room,3.76
96423,9e,Private room,1
67683,10e,Private room,3.3
17255,4e,Entire home,7.27
93195,7e,Entire home,5.59
6316,8e,Entire home,7.54
50489,2e,Shared room,3.03
8170,2e,Entire home,7.37
13987,12e,Entire home,6.23
82496,15e,Entire home,4.47
51945,1e,Entire home,14.29
48425,5e,Entire home,8.86
4650,9e,Entire home,9.4
31155,1e,Entire home,6.81
16145,7e,Private room,7.76
19149,19e,Private room,8.26
21915,7e,Entire home,7.25
20001,1e,Private room,1.38
14643,20e,Entire home,9.96
82190,15e,Entire home,3.28
94463,10e,Private room,9.11
86294,15e,Entire home,11.62
43293,6e,Private room,9.48
1555,2e,Entire home,8.64
45168,1e,Private room,6.97
8731,16e,Shared room,1.18
9930,19e,Entire home,4.49
51732,18e,Private room,5.44
10128,18e,Shared room,1
27597,15e,Private room,1.07
5380,19e,Entire home,7.84
7768,8e,Entire home,10.09
72399,7e,Private room,3.56
72665,13e,Private room,1
62722,14e,Entire home,7.55
9226,4e,Private room,3.2
86509,1e,Entire home,2.89
8743,16e,Entire home,5.94
12299,19e,Private room,6.74
23707,2e,Private room,1
22436,3e,Entire home,3.3
41664,2e,Private room,1
88537,2e,Entire home,12.24
64966,17e,Entire home,7.63
36148,5e,Shared room,6.03
91469,1e,Private room,5.53
50032,10e,Entire home,3.98
3234,9e,Private room,5.33
55184,9e,Entire home,6.73
55559,20e,Entire home,6.52
53048,16e,Private room,11.1
24006,19e,Private room,7.58
32399,20e,Entire home,10.04
59977,20e,Entire home,4.88
24222,2e,Entire home,4.51
45245,15e,Entire home,13.7
46859,4e,Entire home,1.27
22402,11e,Private room,7.17
98729,16e,Entire home,2.44
99443,7e,Entire home,5.11
45964,20e,Entire home,6.02
13025,5e,Private room,4.71
73172,4e,Entire home,8.19
28866,18e,Entire home,7.93
2103,8e,Entire home,10.58
33116,19e,Shared room,3.08
66043,13e,Entire home,8.42
4766,19e,Private room,7.37
75125,11e,Shared room,9.74
37272,7e,Private room,2.63
91244,9e,Entire home,8.07
53968,7e,Entire home,5.76
80619,8e,Entire home,6.32
63379,20e,Private room,3.07
66097,18e,Shared room,1.7
55237,16e,Entire home,3.87
16059,11e,Private room,5.6
37755,18e,Entire home,10.7
99209,17e,Private room,6.36
49501,6e,Shared room,5.74
88650,12e,Entire home,7.32
28586,16e,Private room,6.56
16321,15e,Entire home,8.07
7903,20e,Private room,3.9
92612,7e,Entire home,2.21
96975,13e,Entire home,4.72
50895,17e,Private room,6.37
50258,10e,Entire home,10.32
22242,9e,Private room,1
46315,9e,Entire home,12.36
17050,9e,Private room,5.34
54039,2e,Entire home,12.03
7705,4e,Entire home,13.43
17850,19e,Private room,8.78
80206,17e,Entire home,6.93
40197,1e,Private room,5.7
26454,9e,Entire home,3.72
19397,6e,Private room,2.2
27441,13e,Private room,6.7
33131,7e,Entire home,1
50341,11e,Private room,5.72
10810,12e,Entire home,6.69
98572,18e,Entire home,15.7
12992,18e,Private room,6.63
55847,6e,Entire home,9.64
55467,19e,Entire home,5.48
16712,14e,Private room,5.83
62211,17e,Entire home,6.79
23511,4e,Entire home,10.99
51103,9e,Entire home,5.54
28025,4e,Entire home,14.28
79743,7e,Entire home,1
88034,15e,Private room,4.03
9641,14e,Entire home,2.5
82546,11e,Private room,7.74
51193,5e,Private room,3.99
95463,2e,Entire home,7.02
70990,8e,Entire home,9.83
93391,9e,Private room,11.37
58778,13e,Private room,10.4
56250,3e,Entire home,8.13
49370,17e,Entire home,9.81
52476,8e,Entire home,3.55
20086,2e,Entire home,9.58
38899,16e,Private room,6.72
72259,18e,Entire home,7.87
45779,15e,Private room,10.3
75055,17e,Entire home,6.73
87420,7e,Private room,1.92
24821,9e,Entire home,15.03
88792,4e,Entire home,1.53
9763,13e,Entire home,3.8
13777,10e,Private room,4.33
62640,9e,Private room,5.78
90388,11e,Private room,5.08
15067,19e,Private room,1
85994,13e,Entire home,3.42
54461,1e,Entire home,8.86
47365,7e,Private room,7.72
17890,17e,Entire home,8.89
65655,13e,Private room,5.52
3685,9e,Private room,12.52
99664,8e,Private room,3.1
84534,11e,Entire home,6.13
23251,9e,Private room,5.25
85154,5e,Entire home,11.8
33765,6e,Entire home,2.57
80428,4e,Private room,1.66
60614,18e,Entire home,14.47
56944,3e,Entire home,3.61
2188,11e,Shared room,3.53
73065,9e,Entire home,1
96005,5e,Entire home,1
72384,5e,Entire home,10.22
36765,3e,Entire home,5.1
30418,4e,Entire home,5.02
39628,2e,Private room,9.26
90455,6e,Entire home,9.48
49888,11e,Entire home,1
59047,4e,Entire home,12.14
14293,19e,Entire home,10.85
34792,5e,Private room,8.11
11511,18e,Private room,8.94
90948,18e,Entire home,9.99
13113,16e,Entire home,3.84
40269,12e,Entire home,8.91
35057,13e,Private room,8.02
72495,19e,Entire home,5.76
15122,2e,Entire home,7.8
98283,18e,Entire home,4.05
24423,17e,Entire home,10.18
42135,19e,Entire home,8.58
43838,5e,Entire home,7.92
97450,13e,Entire home,8.92
91344,3e,Entire home,10.31
90628,14e,Entire home,9.55
46458,3e,Entire home,12.86
91025,5e,Entire home,5.02
94024,16e,Entire home,3.07
19102,7e,Private room,9.91
74746,19e,Entire home,3.86
53640,20e,Entire home,7.36
73149,1e,Entire home,11.57
92519,6e,Private room,5.88
71628,6e,Entire home,5.25
64605,3e,Entire home,8.41
64065,7e,Entire home,8.21
67354,9e,Entire home,8.85
18528,1e,Private room,7.71
11713,3e,Private room,1
64472,3e,Private room,6.59
77728,8e,Private room,2.88
44053,18e,Entire home,7.97
26571,8e,Entire home,3.74
99896,12e,Private room,6.27
85870,17e,Entire home,11.26
80099,16e,Entire home,4.1
40916,15e,Entire home,4.93
2360,4e,Entire home,1
52313,4e,Private room,5.23
90484,3e,Shared room,1
12072,3e,Private room,4.37
75815,9e,Entire home,5.74
93267,8e,Private room,4.95
94375,14e,Entire home,4.34
79281,5e,Private room,5.33
15613,4e,Private room,9.72
63642,10e,Entire home,6.11
11270,13e,Entire home,5.96
46057,20e,Entire home,11.11
10737,16e,Entire home,5.26
23191,2e,Private room,3.7
3972,7e,Private room,6.37
83196,14e,Entire home,8.03
9034,11e,Private room,6.03
14240,16e,Private room,7.98
91745,4e,Entire home,2.61
21907,20e,Entire home,12.29
90546,11e,Private room,2.37
92255,16e,Shared room,1.26
56527,17e,Entire home,5.6
24117,9e,Shared room,4.76
35591,1e,Private room,3.02
12106,14e,Entire home,7.24
11945,7e,Entire home,8.65
74020,17e,Entire home,6.46
1343,10e,Entire home,7.31
19173,10e,Entire home,12.94
45975,9e,Entire home,6.77
99472,12e,Entire home,13.15
40356,9e,Private room,3.51
15113,10e,Private room,5.88
87571,5e,Entire home,9.49
74520,19e,Shared room,2.63
65101,10e,Entire home,6.85
4056,3e,Private room,1.67
69442,8e,Entire home,7.63
42547,10e,Private room,4.72
50492,20e,Entire home,1
29545,7e,Private room,1.92
41506,1e,Private room,7.65
3322,1e,Entire home,5.4
21852,6e,Entire home,6.74
37486,4e,Entire home,2.18
80787,7e,Private room,7.21
47932,5e,Private room,4.07
88491,18e,Private room,5.34
51811,14e,Shared room,3.81
70376,13e,Private room,6.36
20735,2e,Private room,3.0
50415,9e,Private room,4.85
77076,5e,Entire home,7.51
49359,7e,Entire home,3.63
57522,10e,Private room,3.55
43072,12e,Shared room,6.6
13391,18e,Private room,4.5
4885,1e,Private room,7.43
30610,9e,Entire home,12.25
59706,16e,Private room,1
11602,10e,Private room,5.28
39753,9e,Entire home,6.69
87912,18e,Entire home,2.43
38614,14e,Private room,6.43
94703,10e,Entire home,5.33
45209,18e,Entire home,6.77
18318,10e,Entire home,1
47785,13e,Private room,9.77
28347,14e,Entire home,7.51
94058,6e,Private room,7.63
17936,11e,Entire home,12.01
34605,16e,Shared room,2.58
33929,15e,Entire home,6.95
23786,18e,Private room,7.97
12162,6e,Entire home,6.02
25199,9e,Private room,1
82882,6e,Entire home,4.91
29653,20e,Entire home,3.66
49132,3e,Entire home,11.54
12480,20e,Entire home,8.44
43798,12e,Private room,5.18
30298,14e,Entire home,5.67
48078,6e,Shared room,1.73
60507,13e,Entire home,7.46
67075,2e,Entire home,6.07
6112,9e,Entire home,5.23
29657,15e,Entire home,7.1
14816,3e,Entire home,5.96
74985,3e,Private room,5.54
59851,10e,Shared room,5.0
17811,20e,Entire home,4.82
81641,18e,Entire home,1.52
33019,15e,Shared room,6.17
75748,20e,Entire home,5.43
44998,20e,Private room,6.45
47691,1e,Shared room,2.58
35456,17e,Entire home,2.33
55590,16e,Entire home,6.09
14555,2e,Entire home,6.1
63419,8e,Entire home,11.0
33779,5e,Entire home,5.17
30268,16e,Entire home,4.35
74724,6e,Entire home,11.92
99876,16e,Private room,1.94
84630,6e,Entire home,4.1
48390,18e,Private room,5.32
89576,2e,Entire home,6.91
88341,2e,Entire home,3.84
37635,3e,Entire home,5.77
13441,17e,Entire home,11.8
87126,14e,Private room,6.43
47472,4e,Private room,5.45
21653,14e,Private room,3.65
47434,11e,Entire home,8.37
80755,19e,Entire home,7.19
40102,1e,Entire home,5.12
94136,7e,Entire home,7.19
22459,18e,Private room,1.29
14905,10e,Private room,4.08
35636,10e,Entire home,5.03
41756,19e,Entire home,4.35
88539,19e,Private room,7.07
21794,18e,Entire home,1
73033,14e,Shared room,5.27
58015,8e,Entire home,3.66
86950,15e,Entire home,11.03
13830,5e,Private room,1
21546,2e,Private room,3.67
97206,11e,Entire home,1.87
30963,1e,Shared room,5.38
29424,15e,Entire home,3.98
29060,4e,Shared room,7.96
77046,12e,Entire home,10.74
42029,5e,Entire home,1.21
57152,20e,Entire home,10.64
88720,5e,Entire home,13.45
6137,17e,Private room,6.03
72643,17e,Entire home,7.18
58867,3e,Private room,5.72
97812,20e,Shared room,1
28669,14e,Shared room,1.2
35721,7e,Entire home,9.14
35811,2e,Entire home,8.95
16409,17e,Shared room,1.09
25149,7e,Private room,6.55
24847,1e,Entire home,8.3
77856,11e,Entire home,9.03
85075,13e,Entire home,9.19
57812,10e,Shared room,3.99
80872,16e,Entire home,11.04
61688,18e,Entire home,12.3
3113,12e,Private room,1
54553,12e,Private room,5.96
7050,2e,Entire home,5.56
91161,16e,Private room,6.26
74223,6e,Private room,6.27
60049,15e,Private room,6.06
74665,20e,Entire home,3.56
78644,2e,Entire home,7.52
87697,13e,Private room,3.72
44746,6e,Entire home,5.69
69237,20e,Private room,7.65
97810,11e,Entire home,4.19
89013,19e,Entire home,8.79
67987,9e,Entire home,14.06
29095,14e,Entire home,2.8
74425,3e,Private room,9.1
28530,1e,Private room,2.91
48891,15e,Entire home,6.91
5673,20e,Entire home,5.11
48215,6e,Entire home,7.68
37834,7e,Private room,2.88
56061,7e,Entire home,13.1
9687,16e,Shared room,3.76
67509,5e,Shared room,2.3
29171,18e,Entire home,7.38
86513,7e,Shared room,3.67
94810,18e,Entire home,3.24
2116,5e,Entire home,7.64
93797,10e,Entire home,2.1
48350,9e,Entire home,12.98
42905,4e,Private room,1.14
55769,18e,Private room,2.13
65504,16e,Private room,7.33
35236,1e,Private room,1
26920,6e,Entire home,5.08
92839,18e,Private room,1.86
81600,1e,Entire home,10.31
91342,12e,Private room,3.64
79557,7e,Entire home,10.64
51470,3e,Private room,6.8
13666,1e,Entire home,8.83
81092,12e,Private room,5.02
99861,15e,Shared room,2.55
87780,4e,Private room,7.02
90774,9e,Private room,10.13
23449,13e,Entire home,8.97
18904,1e,Private room,6.43
81658,18e,Private room,6.31
11470,4e,Entire home,7.43
12642,10e,Entire home,8.28
40743,17e,Private room,3.26
68820,9e,Private room,4.62
80979,18e,Entire home,5.07
46061,1e,Private room,9.89
20837,1e,Private room,4.08
73376,19e,Private room,1
32373,18e,Private room,7.26
53672,15e,Entire home,7.89
21285,10e,Entire home,8.08
47530,5e,Entire home,5.95
94133,3e,Private room,6.24
35419,13e,Entire home,5.14
20676,4e,Entire home,8.28
74065,7e,Entire home,11.37
25841,11e,Private room,6.91
36644,2e,Entire home,1
83613,8e,Entire home,4.6
37015,18e,Private room,4.51
68466,2e,Entire home,10.84
92536,13e,Entire home,7.91
95232,19e,Entire home,11.53
28812,5e,Entire home,4.24
68266,5e,Entire home,7.71
4009,12e,Entire home,6.68
44808,17e,Entire home,9.34
34487,10e,Entire home,1
16985,18e,Entire home,4.97
10398,7e,Private room,6.34
95137,11e,Entire home,8.99
19623,10e,Entire home,2.13
55006,20e,Private room,1
47624,2e,Entire home,1
61263,13e,Private room,4.6
87880,7e,Private room,4.15
82508,16e,Private room,5.34
49317,8e,Entire home,9.07
99019,6e,Entire home,9.59
98081,6e,Private room,12.97
49280,11e,Entire home,5.4
24734,13e,Entire home,3.06
92047,15e,Entire home,2.44
88593,17e,Entire home,1
14094,20e,Entire home,12.65
54774,17e,Entire home,7.8
79894,13e,Private room,3.38
43994,10e,Private room,1
67172,12e,Entire home,5.69
32166,2e,Entire home,12.11
44073,6e,Entire home,8.43
46015,14e,Entire home,5.03
71354,5e,Private room,1
46851,6e,Entire home,12.14
74600,5e,Entire home,7.93
71759,2e,Entire home,5.41
43433,5e,Entire home,1
86601,12e,Entire home,5.54
40655,8e,Private room,1
70965,11e,Shared room,3.84
23651,20e,Private room,1.23
89204,16e,Entire home,1
2514,20e,Entire home,7.78
20438,5e,Private room,4.42
39724,20e,Entire home,9.37
5588,13e,Entire home,6.48
44866,11e,Entire home,5.64
44812,12e,Entire home,5.82
78963,11e,Entire home,6.16
76520,5e,Entire home,5.5
8050,15e,Private room,5.95
89589,17e,Entire home,4.58
81920,18e,Entire home,7.83
1905,6e,Private room,2.92
32121,19e,Private room,1
64030,8e,Entire home,1
19669,8e,Entire home,5.28
94367,15e,Private room,4.82
31945,6e,Entire home,9.75
83109,2e,Private room,9.63
54007,10e,Private room,9.97
66202,18e,Entire home,4.33
6951,5e,Private room,7.19
87063,10e,Entire home,4.82
20556,8e,Private room,5.4
60942,1e,Entire home,1
37410,15e,Private room,6.93
43103,19e,Entire home,7.67
24824,5e,Entire home,5.94
60860,8e,Entire home,3.36
27650,1e,Private room,4.07
4650,10e,Entire home,5.87
16808,4e,Entire home,4.73
12782,8e,Private room,8.26
49582,15e,Entire home,1
29910,13e,Entire home,7.92
4903,1e,Private room,2.54
71710,11e,Private room,5.91
50837,1e,Entire home,7.09
52918,16e,Entire home,10.21
54057,18e,Entire home,10.05
72972,19e,Shared room,6.09
49336,5e,Entire home,8.2
87597,9e,Private room,1.65
40056,1e,Private room,1
4254,4e,Entire home,7.7
21154,3e,Entire home,7.3
38811,3e,Shared room,3.32
90404,17e,Private room,8.68
93795,12e,Entire home,7.14
38916,9e,Entire home,7.12
85278,13e,Private room,6.81
70927,18e,Private room,1
82454,13e,Entire home,3.03
65250,6e,Entire home,9.12
94623,5e,Private room,1.76
4116,3e,Private room,2.97
38083,8e,Entire home,4.77
36461,19e,Private room,3.46
8240,12e,Entire home,4.09
94606,11e,Shared room,4.63
89175,12e,Shared room,1
9133,1e,Private room,11.23
37743,6e,Entire home,6.81
82419,12e,Private room,1
42272,1e,Shared room,4.59
19248,1e,Entire home,7.85
81422,16e,Entire home,3.09
92245,18e,Private room,3.77
59042,2e,Entire home,7.96
65428,5e,Private room,1
43685,5e,Entire home,5.45
41773,1e,Entire home,10.41
23638,19e,Private room,7.65
21326,11e,Shared room,1.51
51151,7e,Entire home,12.34
32559,5e,Entire home,6.16
94327,12e,Entire home,1
66656,7e,Entire home,2.23
88719,20e,Entire home,6.08
51461,16e,Private room,6.66
1519,4e,Entire home,3.6
91295,8e,Entire home,7.4
73908,3e,Entire home,10.9
9296,11e,Entire home,7.78
18172,12e,Entire home,8.73
71196,13e,Private room,7.84
63304,9e,Entire home,5.95
58701,20e,Entire home,4.5
78829,10e,Entire home,8.68
75013,19e,Entire home,7.18
80033,7e,Private room,5.17
86766,16e,Entire home,8.12
98016,8e,Private room,2.64
53960,11e,Entire home,3.71
79067,13e,Private room,3.2
10890,8e,Private room,4.07
90053,9e,Entire home,11.97
44298,12e,Private room,5.72
25874,20e,Private room,5.11
99235,1e,Entire home,5.53
26302,20e,Entire home,6.08
17084,17e,Private room,8.94
43872,14e,Private room,5.22
21465,17e,Entire home,9.19
12510,9e,Private room,6.08
50488,2e,Entire home,6.41
17036,19e,Entire home,7.02
91809,17e,Entire home,5.27
75903,15e,Shared room,7.29
19241,6e,Entire home,4.79
60900,11e,Entire home,8.38
55426,3e,Private room,9.43
6570,9e,Entire home,15.03
7586,9e,Shared room,3.74
80773,5e,Entire home,5.97
13301,19e,Entire home,8.01
38266,6e,Entire home,4.57
38051,2e,Private room,3.76
63419,8e,Entire home,5.6
75897,6e,Shared room,1.7
64340,2e,Entire home,8.64
19589,14e,Private room,2.45
39907,10e,Entire home,1
41898,16e,Entire home,4.57
71916,11e,Entire home,13.9
92060,1e,Private room,7.36
53720,5e,Entire home,11.4
66054,1e,Private room,2.95
36628,14e,Entire home,8.68
84642,5e,Private room,1.26
71216,17e,Private room,1
72368,19e,Entire home,8.32
33396,12e,Entire home,2.8
44582,15e,Private room,4.36
71691,15e,Private room,8.13
34337,6e,Entire home,1
81108,3e,Private room,1.13
79506,10e,Private room,1.49
25164,1e,Entire home,3.54
14844,7e,Entire home,11.57
26809,11e,Entire home,3.66
1262,5e,Entire home,14.69
41576,9e,Private room,6.19
51099,16e,Private room,2.4
53755,1e,Private room,8.54
41616,13e,Shared room,3.49
62834,6e,Private room,4.8
40958,15e,Entire home,4.1
9919,12e,Private room,4.71
45281,15e,Entire home,7.02
14004,10e,Entire home,9.4
67877,17e,Entire home,5.4
55229,3e,Entire home,1.14
53658,3e,Private room,4.91
85057,15e,Entire home,2.43
11292,11e,Entire home,8.38
98928,13e,Entire home,1.83
77273,6e,Entire home,2.28
41233,11e,Private room,3.99
26160,13e,Entire home,2.47
34964,7e,Entire home,5.65
1526,3e,Private room,1
97384,6e,Entire home,1.46
14963,4e,Entire home,8.83
29703,3e,Entire home,3.39
70412,11e,Entire home,16.78
87908,14e,Private room,8.26
74790,13e,Private room,3.09
71456,14e,Entire home,10.96
6778,13e,Entire home,1.03
39296,8e,Entire home,8.1
12830,18e,Private room,6.95
68355,15e,Private room,5.04
37211,9e,Entire home,3.45
35718,10e,Private room,5.06
34941,7e,Private room,9.04
19473,3e,Entire home,2.47
38977,14e,Entire home,6.83
69643,2e,Private room,3.52
27685,13e,Private room,1
93263,8e,Entire home,5.09
52712,16e,Private room,3.37
16519,11e,Entire home,3.97
59823,19e,Private room,7.66
37587,8e,Entire home,1
78181,11e,Entire home,4.67
4877,7e,Entire home,6.12
35152,1e,Entire home,4.2
99157,19e,Private room,1
62323,20e,Entire home,4.5
81113,12e,Private room,5.61
16236,15e,Entire home,7.61
22501,7e,Entire home,7.08
46546,12e,Private room,7.15
70476,19e,Entire home,1.06
5276,1e,Entire home,9.42
8606,9e,Shared room,2.75
31858,1e,Private room,2.34
82363,5e,Entire home,5.9
69555,3e,Entire home,1.22
14627,19e,Entire home,5.88
20428,17e,Entire home,5.56
71761,18e,Shared room,1.93
39131,5e,Entire home,10.99
29000,8e,Private room,5.09
29600,5e,Private room,4.52
94246,6e,Private room,2.51
80398,18e,Entire home,6.01
33151,12e,Private room,8.02
89566,16e,Private room,1.76
33172,17e,Entire home,6.05
32071,13e,Entire home,4.94
24020,12e,Entire home,6.23
41230,19e,Private room,6.84
20099,9e,Private room,1.15
33013,10e,Entire home,2.59
64949,17e,Entire home,10.62
5068,4e,Entire home,1.69
18903,11e,Shared room,2.53
47877,18e,Private room,2.27
18491,16e,Private room,8.18
93665,2e,Entire home,6.43
84681,12e,Entire home,6.58
61915,16e,Entire home,11.09
11046,5e,Entire home,8.35
12967,7e,Private room,2.14
7162,1e,Entire home,4.81
5805,3e,Entire home,5.07
75200,2e,Entire home,9.55
70189,13e,Private room,2.62
29914,15e,Private room,2.27
23127,12e,Entire home,6.56
95415,16e,Entire home,4.49
46616,20e,Entire home,2.99
45471,9e,Private room,3.68
75342,15e,Private room,2.3
85154,18e,Entire home,6.07
84809,19e,Entire home,8.85
47505,7e,Entire home,2.06
43585,2e,Entire home,6.27
2681,14e,Private room,5.01
53689,7e,Private room,1.24
83657,16e,Entire home,8.02
13085,18e,Private room,6.81
59295,5e,Entire home,8.96
21932,11e,Entire home,8.81
59397,9e,Entire home,8.13
12669,9e,Entire home,7.55
40172,17e,Entire home,4.47
47481,1e,Entire home,2.21
48623,20e,Entire home,6.99
44872,20e,Private room,2.46
77312,1e,Entire home,10.37
71151,1e,Private room,9.63
12574,6e,Entire home,10.43
13428,12e,Entire home,11.43
38327,5e,Private room,5.95
45155,8e,Entire home,10.03
75150,19e,Entire home,9.33
51581,10e,Entire home,1
60786,10e,Entire home,6.92
86358,12e,Entire home,6.89
11411,12e,Entire home,8.59
64388,4e,Private room,6.06
38901,8e,Entire home,7.77
31053,5e,Entire home,4.95
80788,11e,Private room,2.99
99248,13e,Entire home,8.4
53325,13e,Entire home,4.39
22670,9e,Private room,5.33
83496,8e,Entire home,4.67
88402,9e,Entire home,1
32325,10e,Private room,7.58
23115,8e,Entire home,4.96
8203,10e,Private room,9.06
37230,7e,Private room,1
41660,13e,Private room,10.59
17282,11e,Entire home,8.23
91397,4e,Entire home,2.89
68315,9e,Private room,4.7
30974,1e,Entire home,5.56
71160,1e,Private room,4.0
36704,10e,Entire home,2.81
70940,18e,Private room,8.43
16332,6e,Entire home,3.94
44713,7e,Entire home,3.44
6886,5e,Entire home,10.77
80921,2e,Entire home,10.08
46649,2e,Entire home,1.7
4424,6e,Entire home,5.98
16160,5e,Entire home,8.2
27847,1e,Private room,7.97
50413,5e,Private room,3.04
76829,2e,Entire home,6.78
26808,18e,Private room,2.13
37525,11e,Private room,6.34
17332,13e,Private room,4.38
87202,19e,Shared room,3.35
69262,4e,Private room,8.21
6276,16e,Entire home,7.48
80093,16e,Entire home,13.35
94085,1e,Entire home,8.27
85307,18e,Entire home,6.71
37152,3e,Entire home,3.66
62108,17e,Entire home,7.87
36150,12e,Private room,2.32
96460,5e,Entire home,1
31629,17e,Entire home,15.71
56748,1e,Entire home,8.23
72447,14e,Private room,3.38
38667,1e,Entire home,10.93
27339,10e,Entire home,2.79
61735,2e,Entire home,9.09
88728,17e,Entire home,6.48
17006,6e,Entire home,10.08
15097,15e,Private room,4.04
30928,13e,Entire home,11.82
9094,16e,Private room,8.94
12607,16e,Entire home,6.38
87903,6e,Entire home,8.32
86227,10e,Entire home,9.92
53570,2e,Entire home,3.88
62894,12e,Entire home,6.3
82761,4e,Private room,9.46
12805,15e,Entire home,5.43
46890,11e,Entire home,4.9
43819,18e,Entire home,6.76
17668,14e,Private room,3.36
50598,2e,Entire home,15.34
76339,15e,Entire home,4.09
22062,20e,Entire home,14.07
52070,14e,Entire home,9.09
43045,14e,Entire home,4.58
96550,16e,Private room,1
35553,9e,Entire home,10.81
30655,6e,Entire home,10.31
7215,5e,Entire home,10.39
90064,17e,Entire home,4.87
64267,4e,Entire home,10.89
18115,5e,Private room,3.69
36360,5e,Entire home,11.43
37387,9e,Private room,8.32
81951,4e,Private room,6.19
31341,4e,Entire home,3.4
80470,1e,Entire home,4.46
37036,4e,Private room,2.34
2826,6e,Private room,3.48
39120,8e,Private room,5.55
65905,18e,Entire home,4.65
51144,8e,Private room,9.26
24637,10e,Private room,1.69
35683,15e,Private room,3.57
73838,15e,Private room,1.65
44899,18e,Private room,6.43
74239,7e,Entire home,5.86
36281,8e,Private room,10.9
64648,10e,Entire home,4.58
60256,11e,Entire home,7.52
23638,5e,Private room,11.98
88707,1e,Entire home,9.51
89870,8e,Entire home,7.66
77137,14e,Entire home,7.27
65965,17e,Private room,2.18
48400,11e,Entire home,1
37884,11e,Entire home,8.09
63005,18e,Private room,7.36
70087,13e,Shared room,4.16
5026,1e,Entire home,10.64
8735,9e,Entire home,2.16
51286,17e,Entire home,11.92
32443,19e,Entire home,3.36
54477,14e,Entire home,10.7
65514,6e,Entire home,7.8
47099,19e,Private room,5.42
69289,6e,Entire home,10.44
6303,9e,Entire home,4.05
32724,11e,Entire home,5.96
29177,10e,Entire home,1.99
18042,19e,Entire home,1
90130,11e,Entire home,11.31
15005,3e,Entire home,1
30142,2e,Entire home,9.47
77526,8e,Entire home,2.47
1130,14e,Entire home,8.14
89180,20e,Entire home,6.7
10802,11e,Entire home,4.09
64275,14e,Entire home,8.45
67665,12e,Entire home,6.09
65892,14e,Entire home,2.43
56571,2e,Entire home,5.21
31421,15e,Entire home,3.3
55205,19e,Private room,3.08
2381,9e,Private room,7.99
73918,2e,Entire home,1
98440,17e,Private room,8.25
63785,19e,Entire home,3.34
11229,5e,Private room,7.22
94926,13e,Private room,3.17
75028,17e,Private room,4.62
44499,5e,Entire home,10.28
89532,11e,Shared room,4.37
26996,6e,Private room,9.14
97956,6e,Private room,3.49
66418,4e,Entire home,13.18
99774,13e,Private room,1
17376,13e,Entire home,1
62001,1e,Entire home,6.85
94224,15e,Entire home,3.69
74569,16e,Entire home,1
35544,18e,Entire home,7.42
